"subject_id" "activity_label" "feature_name" "feature_mean"
"34" 1 "LAYING" "tGravityAccMag-std()" -0.79514486386
"35" 1 "LAYING" "tBodyAccJerkMag-mean()" -0.9543962646
"36" 1 "LAYING" "tBodyAccJerkMag-std()" -0.9282456284
"37" 1 "LAYING" "tBodyGyroMag-mean()" -0.874759548
"38" 1 "LAYING" "tBodyGyroMag-std()" -0.81901016976
"39" 1 "LAYING" "tBodyGyroJerkMag-mean()" -0.96346103
"40" 1 "LAYING" "tBodyGyroJerkMag-std()" -0.9358409828
"41" 1 "LAYING" "fBodyAcc-mean()-X" -0.9390990524
"42" 1 "LAYING" "fBodyAcc-mean()-Y" -0.86706520518
"43" 1 "LAYING" "fBodyAcc-mean()-Z" -0.8826668762
"44" 1 "LAYING" "fBodyAcc-std()-X" -0.9244374346
"45" 1 "LAYING" "fBodyAcc-std()-Y" -0.8336255561
"46" 1 "LAYING" "fBodyAcc-std()-Z" -0.81289155944
"47" 1 "LAYING" "fBodyAcc-meanFreq()-X" -0.158792670508
"48" 1 "LAYING" "fBodyAcc-meanFreq()-Y" 0.097534841586
"49" 1 "LAYING" "fBodyAcc-meanFreq()-Z" 0.08943765522
"50" 1 "LAYING" "fBodyAccJerk-mean()-X" -0.9570738838
"51" 1 "LAYING" "fBodyAccJerk-mean()-Y" -0.9224626098
"52" 1 "LAYING" "fBodyAccJerk-mean()-Z" -0.9480609042
"53" 1 "LAYING" "fBodyAccJerk-std()-X" -0.9641607086
"54" 1 "LAYING" "fBodyAccJerk-std()-Y" -0.9322178704
"55" 1 "LAYING" "fBodyAccJerk-std()-Z" -0.9605869872
"56" 1 "LAYING" "fBodyAccJerk-meanFreq()-X" 0.132419092398
"57" 1 "LAYING" "fBodyAccJerk-meanFreq()-Y" 0.024513618956
"58" 1 "LAYING" "fBodyAccJerk-meanFreq()-Z" 0.02438794528
"59" 1 "LAYING" "fBodyGyro-mean()-X" -0.850249174586
"60" 1 "LAYING" "fBodyGyro-mean()-Y" -0.9521914948
"61" 1 "LAYING" "fBodyGyro-mean()-Z" -0.909302721
"62" 1 "LAYING" "fBodyGyro-std()-X" -0.8822964508
"63" 1 "LAYING" "fBodyGyro-std()-Y" -0.9512320494
"64" 1 "LAYING" "fBodyGyro-std()-Z" -0.9165825082
"65" 1 "LAYING" "fBodyGyro-meanFreq()-X" -0.003546795856
"66" 1 "LAYING" "fBodyGyro-meanFreq()-Y" -0.091529130882
"67" 1 "LAYING" "fBodyGyro-meanFreq()-Z" 0.01045812566
"68" 1 "LAYING" "fBodyAccMag-mean()" -0.8617676481
"69" 1 "LAYING" "fBodyAccMag-std()" -0.7983009404
"70" 1 "LAYING" "fBodyAccMag-meanFreq()" 0.08640856294
"71" 1 "LAYING" "fBodyBodyAccJerkMag-mean()" -0.9333003608
"72" 1 "LAYING" "fBodyBodyAccJerkMag-std()" -0.9218039756
"73" 1 "LAYING" "fBodyBodyAccJerkMag-meanFreq()" 0.26639115416
"74" 1 "LAYING" "fBodyBodyGyroMag-mean()" -0.8621901854
"75" 1 "LAYING" "fBodyBodyGyroMag-std()" -0.82431943968
"76" 1 "LAYING" "fBodyBodyGyroMag-meanFreq()" -0.1397750127
"77" 1 "LAYING" "fBodyBodyGyroJerkMag-mean()" -0.9423669466
"78" 1 "LAYING" "fBodyBodyGyroJerkMag-std()" -0.9326606676
"79" 1 "LAYING" "fBodyBodyGyroJerkMag-meanFreq()" 0.17648590708
"80" 1 "LAYING" "angle(tBodyAccMean,gravity)" 0.0213659655642
"81" 1 "LAYING" "angle(tBodyAccJerkMean),gravityMean)" 0.00306040735
"82" 1 "LAYING" "angle(tBodyGyroMean,gravityMean)" -0.001666984698
"83" 1 "LAYING" "angle(tBodyGyroJerkMean,gravityMean)" 0.08443716468
"84" 1 "LAYING" "angle(X,gravityMean)" 0.4267062264
"85" 1 "LAYING" "angle(Y,gravityMean)" -0.52034381798
"86" 1 "LAYING" "angle(Z,gravityMean)" -0.35241310896
"87" 1 "SITTING" "tBodyAcc-mean()-X" 0.261237565425532
"88" 1 "SITTING" "tBodyAcc-mean()-Y" -0.00130828765170213
"89" 1 "SITTING" "tBodyAcc-mean()-Z" -0.104544182255319
"90" 1 "SITTING" "tBodyAcc-std()-X" -0.977229008297872
"91" 1 "SITTING" "tBodyAcc-std()-Y" -0.922618641914894
"92" 1 "SITTING" "tBodyAcc-std()-Z" -0.93958629106383
"93" 1 "SITTING" "tGravityAcc-mean()-X" 0.831509933404255
"94" 1 "SITTING" "tGravityAcc-mean()-Y" 0.204411592680851
"95" 1 "SITTING" "tGravityAcc-mean()-Z" 0.332043702765957
"96" 1 "SITTING" "tGravityAcc-std()-X" -0.968457145744681
"97" 1 "SITTING" "tGravityAcc-std()-Y" -0.935517055957447
"98" 1 "SITTING" "tGravityAcc-std()-Z" -0.949040933191489
"99" 1 "SITTING" "tBodyAccJerk-mean()-X" 0.0774825199574468
"100" 1 "SITTING" "tBodyAccJerk-mean()-Y" -0.000619102785106384
"101" 1 "SITTING" "tBodyAccJerk-mean()-Z" -0.00336779235021277
"102" 1 "SITTING" "tBodyAccJerk-std()-X" -0.986430711276596
"103" 1 "SITTING" "tBodyAccJerk-std()-Y" -0.981371965319149
"104" 1 "SITTING" "tBodyAccJerk-std()-Z" -0.987910804468085
"105" 1 "SITTING" "tBodyGyro-mean()-X" -0.045350056512766
"106" 1 "SITTING" "tBodyGyro-mean()-Y" -0.0919241549361702
"107" 1 "SITTING" "tBodyGyro-mean()-Z" 0.0629313811914894
"108" 1 "SITTING" "tBodyGyro-std()-X" -0.977211283191489
"109" 1 "SITTING" "tBodyGyro-std()-Y" -0.966473895319149
"110" 1 "SITTING" "tBodyGyro-std()-Z" -0.941425920851064
"111" 1 "SITTING" "tBodyGyroJerk-mean()-X" -0.0936793807234043
"112" 1 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0402118124255319
"113" 1 "SITTING" "tBodyGyroJerk-mean()-Z" -0.046702627
"114" 1 "SITTING" "tBodyGyroJerk-std()-X" -0.99173159212766
"115" 1 "SITTING" "tBodyGyroJerk-std()-Y" -0.989518068510638
"116" 1 "SITTING" "tBodyGyroJerk-std()-Z" -0.987935806382979
"117" 1 "SITTING" "tBodyAccMag-mean()" -0.948536786170213
"118" 1 "SITTING" "tBodyAccMag-std()" -0.927078418723404
"119" 1 "SITTING" "tGravityAccMag-mean()" -0.948536786170213
"120" 1 "SITTING" "tGravityAccMag-std()" -0.927078418723404
"121" 1 "SITTING" "tBodyAccJerkMag-mean()" -0.987364195531915
"122" 1 "SITTING" "tBodyAccJerkMag-std()" -0.984120024042553
"123" 1 "SITTING" "tBodyGyroMag-mean()" -0.93089249
"124" 1 "SITTING" "tBodyGyroMag-std()" -0.934531840425532
"125" 1 "SITTING" "tBodyGyroJerkMag-mean()" -0.991976341276596
"126" 1 "SITTING" "tBodyGyroJerkMag-std()" -0.988308728510638
"127" 1 "SITTING" "fBodyAcc-mean()-X" -0.979641238723404
"128" 1 "SITTING" "fBodyAcc-mean()-Y" -0.944084550425532
"129" 1 "SITTING" "fBodyAcc-mean()-Z" -0.959184889148936
"130" 1 "SITTING" "fBodyAcc-std()-X" -0.976412313191489
"131" 1 "SITTING" "fBodyAcc-std()-Y" -0.917275006382979
"132" 1 "SITTING" "fBodyAcc-std()-Z" -0.934469558085106
"133" 1 "SITTING" "fBodyAcc-meanFreq()-X" -0.0495135975489362
"134" 1 "SITTING" "fBodyAcc-meanFreq()-Y" 0.0759460768510638
"135" 1 "SITTING" "fBodyAcc-meanFreq()-Z" 0.238829870148936
"136" 1 "SITTING" "fBodyAccJerk-mean()-X" -0.986597022553191
"137" 1 "SITTING" "fBodyAccJerk-mean()-Y" -0.981579467021277
"138" 1 "SITTING" "fBodyAccJerk-mean()-Z" -0.986053092340425
"139" 1 "SITTING" "fBodyAccJerk-std()-X" -0.987492994468085
"140" 1 "SITTING" "fBodyAccJerk-std()-Y" -0.982513909574468
"141" 1 "SITTING" "fBodyAccJerk-std()-Z" -0.988339184893617
"142" 1 "SITTING" "fBodyAccJerk-meanFreq()-X" 0.256610823568085
"143" 1 "SITTING" "fBodyAccJerk-meanFreq()-Y" 0.0475437839595745
"144" 1 "SITTING" "fBodyAccJerk-meanFreq()-Z" 0.0923920032553192
"145" 1 "SITTING" "fBodyGyro-mean()-X" -0.976161464042553
"146" 1 "SITTING" "fBodyGyro-mean()-Y" -0.975838585319149
"147" 1 "SITTING" "fBodyGyro-mean()-Z" -0.951315544468085
"148" 1 "SITTING" "fBodyGyro-std()-X" -0.977904227021277
"149" 1 "SITTING" "fBodyGyro-std()-Y" -0.962345042553192
"150" 1 "SITTING" "fBodyGyro-std()-Z" -0.94391784106383
"151" 1 "SITTING" "fBodyGyro-meanFreq()-X" 0.189153021260851
"152" 1 "SITTING" "fBodyGyro-meanFreq()-Y" 0.0631270669787234
"153" 1 "SITTING" "fBodyGyro-meanFreq()-Z" -0.0297839207446809
"154" 1 "SITTING" "fBodyAccMag-mean()" -0.947782922553192
"155" 1 "SITTING" "fBodyAccMag-std()" -0.928444801702128
"156" 1 "SITTING" "fBodyAccMag-meanFreq()" 0.236655011680851
"157" 1 "SITTING" "fBodyBodyAccJerkMag-mean()" -0.985262126808511
"158" 1 "SITTING" "fBodyBodyAccJerkMag-std()" -0.981606177446808
"159" 1 "SITTING" "fBodyBodyAccJerkMag-meanFreq()" 0.351852201957447
"160" 1 "SITTING" "fBodyBodyGyroMag-mean()" -0.958435589361702
"161" 1 "SITTING" "fBodyBodyGyroMag-std()" -0.932198374893617
"162" 1 "SITTING" "fBodyBodyGyroMag-meanFreq()" -0.000262186717021277
"163" 1 "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.989797547234043
"164" 1 "SITTING" "fBodyBodyGyroJerkMag-std()" -0.987049617234043
"165" 1 "SITTING" "fBodyBodyGyroJerkMag-meanFreq()" 0.184775928085106
"166" 1 "SITTING" "angle(tBodyAccMean,gravity)" 0.0274415479191489
"167" 1 "SITTING" "angle(tBodyAccJerkMean),gravityMean)" 0.0297097878297872
"168" 1 "SITTING" "angle(tBodyGyroMean,gravityMean)" 0.0676981338723404
"169" 1 "SITTING" "angle(tBodyGyroJerkMean,gravityMean)" -0.064881619087234
"170" 1 "SITTING" "angle(X,gravityMean)" -0.591247480212766
"171" 1 "SITTING" "angle(Y,gravityMean)" -0.0604660253808511
"172" 1 "SITTING" "angle(Z,gravityMean)" -0.218017225106383
"173" 1 "STANDING" "tBodyAcc-mean()-X" 0.278917629056604
"174" 1 "STANDING" "tBodyAcc-mean()-Y" -0.0161375901037736
"175" 1 "STANDING" "tBodyAcc-mean()-Z" -0.110601817735849
"176" 1 "STANDING" "tBodyAcc-std()-X" -0.995759901509434
"177" 1 "STANDING" "tBodyAcc-std()-Y" -0.973190056415094
"178" 1 "STANDING" "tBodyAcc-std()-Z" -0.979775876981132
"179" 1 "STANDING" "tGravityAcc-mean()-X" 0.942952000377358
"180" 1 "STANDING" "tGravityAcc-mean()-Y" -0.272983832264151
"181" 1 "STANDING" "tGravityAcc-mean()-Z" 0.0134905823226415
"182" 1 "STANDING" "tGravityAcc-std()-X" -0.99376298509434
"183" 1 "STANDING" "tGravityAcc-std()-Y" -0.981225957924528
"184" 1 "STANDING" "tGravityAcc-std()-Z" -0.976324063584906
"185" 1 "STANDING" "tBodyAccJerk-mean()-X" 0.0753766542264151
"186" 1 "STANDING" "tBodyAccJerk-mean()-Y" 0.00797573092830189
"187" 1 "STANDING" "tBodyAccJerk-mean()-Z" -0.00368524954709434
"188" 1 "STANDING" "tBodyAccJerk-std()-X" -0.994604542264151
"189" 1 "STANDING" "tBodyAccJerk-std()-Y" -0.98564873245283
"190" 1 "STANDING" "tBodyAccJerk-std()-Z" -0.992251177358491
"191" 1 "STANDING" "tBodyGyro-mean()-X" -0.0239877347979245
"192" 1 "STANDING" "tBodyGyro-mean()-Y" -0.0593972209811321
"193" 1 "STANDING" "tBodyGyro-mean()-Z" 0.074800751
"194" 1 "STANDING" "tBodyGyro-std()-X" -0.987191946603774
"195" 1 "STANDING" "tBodyGyro-std()-Y" -0.98773444
"196" 1 "STANDING" "tBodyGyro-std()-Z" -0.980645626981132
"197" 1 "STANDING" "tBodyGyroJerk-mean()-X" -0.0996092129056604
"198" 1 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0440627877924528
"199" 1 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0489505466716981
"200" 1 "STANDING" "tBodyGyroJerk-std()-X" -0.992945106981132
"201" 1 "STANDING" "tBodyGyroJerk-std()-Y" -0.995137917358491
"202" 1 "STANDING" "tBodyGyroJerk-std()-Z" -0.992108467169811
"203" 1 "STANDING" "tBodyAccMag-mean()" -0.984278207358491
"204" 1 "STANDING" "tBodyAccMag-std()" -0.981942928867925
"205" 1 "STANDING" "tGravityAccMag-mean()" -0.984278207358491
"206" 1 "STANDING" "tGravityAccMag-std()" -0.981942928867925
"207" 1 "STANDING" "tBodyAccJerkMag-mean()" -0.992367790566038
"208" 1 "STANDING" "tBodyAccJerkMag-std()" -0.993096209433962
"209" 1 "STANDING" "tBodyGyroMag-mean()" -0.976493792830189
"210" 1 "STANDING" "tBodyGyroMag-std()" -0.978690028679245
"211" 1 "STANDING" "tBodyGyroJerkMag-mean()" -0.994966790566038
"212" 1 "STANDING" "tBodyGyroJerkMag-std()" -0.994733238679245
"213" 1 "STANDING" "fBodyAcc-mean()-X" -0.995249932641509
"214" 1 "STANDING" "fBodyAcc-mean()-Y" -0.977070847735849
"215" 1 "STANDING" "fBodyAcc-mean()-Z" -0.985297098679245
"216" 1 "STANDING" "fBodyAcc-std()-X" -0.99602834509434
"217" 1 "STANDING" "fBodyAcc-std()-Y" -0.972293102075472
"218" 1 "STANDING" "fBodyAcc-std()-Z" -0.977937259622642
"219" 1 "STANDING" "fBodyAcc-meanFreq()-X" 0.0865153619088679
"220" 1 "STANDING" "fBodyAcc-meanFreq()-Y" 0.117478948718868
"221" 1 "STANDING" "fBodyAcc-meanFreq()-Z" 0.244858585792453
"222" 1 "STANDING" "fBodyAccJerk-mean()-X" -0.994630797358491
"223" 1 "STANDING" "fBodyAccJerk-mean()-Y" -0.985418704528302
"224" 1 "STANDING" "fBodyAccJerk-mean()-Z" -0.990752166037736
"225" 1 "STANDING" "fBodyAccJerk-std()-X" -0.995073759245283
"226" 1 "STANDING" "fBodyAccJerk-std()-Y" -0.987018226792453
"227" 1 "STANDING" "fBodyAccJerk-std()-Z" -0.992349818113208
"228" 1 "STANDING" "fBodyAccJerk-meanFreq()-X" 0.314182940150943
"229" 1 "STANDING" "fBodyAccJerk-meanFreq()-Y" 0.0391618954943396
"230" 1 "STANDING" "fBodyAccJerk-meanFreq()-Z" 0.138581478749057
"231" 1 "STANDING" "fBodyGyro-mean()-X" -0.986386786037736
"232" 1 "STANDING" "fBodyGyro-mean()-Y" -0.988984455849057
"233" 1 "STANDING" "fBodyGyro-mean()-Z" -0.980773122830189
"234" 1 "STANDING" "fBodyGyro-std()-X" -0.987497128679245
"235" 1 "STANDING" "fBodyGyro-std()-Y" -0.987107727735849
"236" 1 "STANDING" "fBodyGyro-std()-Z" -0.98234533
"237" 1 "STANDING" "fBodyGyro-meanFreq()-X" -0.120293020603774
"238" 1 "STANDING" "fBodyGyro-meanFreq()-Y" -0.0447191978169811
"239" 1 "STANDING" "fBodyGyro-meanFreq()-Z" 0.100607635139623
"240" 1 "STANDING" "fBodyAccMag-mean()" -0.985356361132075
"241" 1 "STANDING" "fBodyAccMag-std()" -0.982313804716981
"242" 1 "STANDING" "fBodyAccMag-meanFreq()" 0.284555290773585
"243" 1 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.99254247754717
"244" 1 "STANDING" "fBodyBodyAccJerkMag-std()" -0.992536003396226
"245" 1 "STANDING" "fBodyBodyAccJerkMag-meanFreq()" 0.422220102264151
"246" 1 "STANDING" "fBodyBodyGyroMag-mean()" -0.984617623396226
"247" 1 "STANDING" "fBodyBodyGyroMag-std()" -0.978466072075472
"248" 1 "STANDING" "fBodyBodyGyroMag-meanFreq()" -0.0286057725328302
"249" 1 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.994815376981132
"250" 1 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.994671123207547
"251" 1 "STANDING" "fBodyBodyGyroJerkMag-meanFreq()" 0.334498734301887
"252" 1 "STANDING" "angle(tBodyAccMean,gravity)" -0.000222340747169812
"253" 1 "STANDING" "angle(tBodyAccJerkMean),gravityMean)" 0.021963782690566
"254" 1 "STANDING" "angle(tBodyGyroMean,gravityMean)" -0.0337938382037736
"255" 1 "STANDING" "angle(tBodyGyroJerkMean,gravityMean)" -0.0279229321962264
"256" 1 "STANDING" "angle(X,gravityMean)" -0.743407887924528
"257" 1 "STANDING" "angle(Y,gravityMean)" 0.270175032830189
"258" 1 "STANDING" "angle(Z,gravityMean)" 0.0122528503773585
"259" 1 "WALKING" "tBodyAcc-mean()-X" 0.277330758736842
"260" 1 "WALKING" "tBodyAcc-mean()-Y" -0.0173838185273684
"261" 1 "WALKING" "tBodyAcc-mean()-Z" -0.111148103547368
"262" 1 "WALKING" "tBodyAcc-std()-X" -0.283740258842105
"263" 1 "WALKING" "tBodyAcc-std()-Y" 0.114461336747368
"264" 1 "WALKING" "tBodyAcc-std()-Z" -0.260027902210526
"265" 1 "WALKING" "tGravityAcc-mean()-X" 0.935223201473684
"266" 1 "WALKING" "tGravityAcc-mean()-Y" -0.282165021263158
"267" 1 "WALKING" "tGravityAcc-mean()-Z" -0.068102864
"268" 1 "WALKING" "tGravityAcc-std()-X" -0.976609642526316
"269" 1 "WALKING" "tGravityAcc-std()-Y" -0.971305961473684
"270" 1 "WALKING" "tGravityAcc-std()-Z" -0.947717226105263
"271" 1 "WALKING" "tBodyAccJerk-mean()-X" 0.0740416333157895
"272" 1 "WALKING" "tBodyAccJerk-mean()-Y" 0.0282721095884211
"273" 1 "WALKING" "tBodyAccJerk-mean()-Z" -0.00416840617789474
"274" 1 "WALKING" "tBodyAccJerk-std()-X" -0.113615602435789
"275" 1 "WALKING" "tBodyAccJerk-std()-Y" 0.0670025007684211
"276" 1 "WALKING" "tBodyAccJerk-std()-Z" -0.502699788526316
"277" 1 "WALKING" "tBodyGyro-mean()-X" -0.041830963526
"278" 1 "WALKING" "tBodyGyro-mean()-Y" -0.0695300462115789
"279" 1 "WALKING" "tBodyGyro-mean()-Z" 0.0849448173042105
"280" 1 "WALKING" "tBodyGyro-std()-X" -0.473535485894737
"281" 1 "WALKING" "tBodyGyro-std()-Y" -0.0546077686594737
"282" 1 "WALKING" "tBodyGyro-std()-Z" -0.344266629473684
"283" 1 "WALKING" "tBodyGyroJerk-mean()-X" -0.0899975423705263
"284" 1 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0398428709463158
"285" 1 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0461309295021053
"286" 1 "WALKING" "tBodyGyroJerk-std()-X" -0.207421854757895
"287" 1 "WALKING" "tBodyGyroJerk-std()-Y" -0.304468510631579
"288" 1 "WALKING" "tBodyGyroJerk-std()-Z" -0.404255452631579
"289" 1 "WALKING" "tBodyAccMag-mean()" -0.136971176556842
"290" 1 "WALKING" "tBodyAccMag-std()" -0.219688645631579
"291" 1 "WALKING" "tGravityAccMag-mean()" -0.136971176556842
"292" 1 "WALKING" "tGravityAccMag-std()" -0.219688645631579
"293" 1 "WALKING" "tBodyAccJerkMag-mean()" -0.141428809031579
"294" 1 "WALKING" "tBodyAccJerkMag-std()" -0.0744717500625263
"295" 1 "WALKING" "tBodyGyroMag-mean()" -0.160979552536842
"296" 1 "WALKING" "tBodyGyroMag-std()" -0.186978364526316
"297" 1 "WALKING" "tBodyGyroJerkMag-mean()" -0.298703679084211
"298" 1 "WALKING" "tBodyGyroJerkMag-std()" -0.325324878894737
"299" 1 "WALKING" "fBodyAcc-mean()-X" -0.202794306326316
"300" 1 "WALKING" "fBodyAcc-mean()-Y" 0.0897127264021053
"301" 1 "WALKING" "fBodyAcc-mean()-Z" -0.331560117789474
"302" 1 "WALKING" "fBodyAcc-std()-X" -0.319134719578947
"303" 1 "WALKING" "fBodyAcc-std()-Y" 0.056040006846
"304" 1 "WALKING" "fBodyAcc-std()-Z" -0.279686751494737
"305" 1 "WALKING" "fBodyAcc-meanFreq()-X" -0.207548374494737
"306" 1 "WALKING" "fBodyAcc-meanFreq()-Y" 0.113093646103158
"307" 1 "WALKING" "fBodyAcc-meanFreq()-Z" 0.0497265196172632
"308" 1 "WALKING" "fBodyAccJerk-mean()-X" -0.170546964549579
"309" 1 "WALKING" "fBodyAccJerk-mean()-Y" -0.0352255241130632
"310" 1 "WALKING" "fBodyAccJerk-mean()-Z" -0.468999224631579
"311" 1 "WALKING" "fBodyAccJerk-std()-X" -0.133586606326316
"312" 1 "WALKING" "fBodyAccJerk-std()-Y" 0.106739857136
"313" 1 "WALKING" "fBodyAccJerk-std()-Z" -0.534713440421053
"314" 1 "WALKING" "fBodyAccJerk-meanFreq()-X" -0.209261973376842
"315" 1 "WALKING" "fBodyAccJerk-meanFreq()-Y" -0.386237143210526
"316" 1 "WALKING" "fBodyAccJerk-meanFreq()-Z" -0.185530281244211
"317" 1 "WALKING" "fBodyGyro-mean()-X" -0.339032197115789
"318" 1 "WALKING" "fBodyGyro-mean()-Y" -0.103059416434737
"319" 1 "WALKING" "fBodyGyro-mean()-Z" -0.255940940315789
"320" 1 "WALKING" "fBodyGyro-std()-X" -0.516691938736842
"321" 1 "WALKING" "fBodyGyro-std()-Y" -0.0335081597884211
"322" 1 "WALKING" "fBodyGyro-std()-Z" -0.436562227473684
"323" 1 "WALKING" "fBodyGyro-meanFreq()-X" 0.0147844986621053
"324" 1 "WALKING" "fBodyGyro-meanFreq()-Y" -0.0657746190010526
"325" 1 "WALKING" "fBodyGyro-meanFreq()-Z" 0.00077332156431579
"326" 1 "WALKING" "fBodyAccMag-mean()" -0.128623450629474
"327" 1 "WALKING" "fBodyAccMag-std()" -0.398032586842105
"328" 1 "WALKING" "fBodyAccMag-meanFreq()" 0.1906437244
"329" 1 "WALKING" "fBodyBodyAccJerkMag-mean()" -0.0571194000343158
"330" 1 "WALKING" "fBodyBodyAccJerkMag-std()" -0.103492403002105
"331" 1 "WALKING" "fBodyBodyAccJerkMag-meanFreq()" 0.0938221807027368
"332" 1 "WALKING" "fBodyBodyGyroMag-mean()" -0.199252568986316
"333" 1 "WALKING" "fBodyBodyGyroMag-std()" -0.321017953894737
"334" 1 "WALKING" "fBodyBodyGyroMag-meanFreq()" 0.268844367525895
"335" 1 "WALKING" "fBodyBodyGyroJerkMag-mean()" -0.319308593778947
"336" 1 "WALKING" "fBodyBodyGyroJerkMag-std()" -0.381601911789474
"337" 1 "WALKING" "fBodyBodyGyroJerkMag-meanFreq()" 0.190663448793684
"338" 1 "WALKING" "angle(tBodyAccMean,gravity)" 0.0604537474147368
"339" 1 "WALKING" "angle(tBodyAccJerkMean),gravityMean)" -0.00793037848421052
"340" 1 "WALKING" "angle(tBodyGyroMean,gravityMean)" 0.0130594907157895
"341" 1 "WALKING" "angle(tBodyGyroJerkMean,gravityMean)" -0.0187431910452632
"342" 1 "WALKING" "angle(X,gravityMean)" -0.729247201052632
"343" 1 "WALKING" "angle(Y,gravityMean)" 0.276953023473684
"344" 1 "WALKING" "angle(Z,gravityMean)" 0.0688589119894737
"345" 1 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.289188320408163
"346" 1 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.00991850461020408
"347" 1 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" -0.107566190908163
"348" 1 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" 0.0300353383483878
"349" 1 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" -0.0319359434489796
"350" 1 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.230434213204082
"351" 1 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.931874418979592
"352" 1 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.266610338979592
"353" 1 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" -0.0621199585938775
"354" 1 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.950559811632653
"355" 1 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.937018658979592
"356" 1 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.895939695102041
"357" 1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.0541553164897959
"358" 1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" 0.0296504490408163
"359" 1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" -0.0109719730183673
"360" 1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" -0.012283860544898
"361" 1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" -0.101601390640816
"362" 1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.345735032326531
"363" 1 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.0350781902989796
"364" 1 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0909371290204082
